,Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information,population
62,"Maisonette for sale, 3 bedrooms, Paevälja 1, Lubja, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 128.9 m²",https://www.kv.ee/viimsi-panoraam-on-arendusprojekt-mis-koosneb-kahe-3386655.html,"59.5105376,24.8417546",340000.0,4.0,3.0,128.9 m²,2.0,2021.0,all brand-new,apartment ownership,232.8 m²,,Notify about incorrect advertisement,"public transport, 3*380V, closed courtyard, roof tar paper roof","bath, shower, urban water",õhksoojuspump,"phone, steel door, fenced with garden",,,,,,,,,,2257.0
63,"Maisonette for sale, 3 bedrooms, Ehituse tn 7/2, Jüri, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 102.1 m²",https://www.kv.ee/muua-ainulaadse-planeeringuga-uuevaarne-korter-mil-3393257.html,"59.3580446,24.9194267",263000.0,4.0,3.0,102.1 m²,,2020.0,satisfactory,apartment ownership,80 m²,,Notify about incorrect advertisement,"balcony , lift, furniture, parking free parking","bath, sauna",central heating,"Internet, phone, steel door",,,,,,,1/3,,,985.0
64,"Row house box for sale, 4 bedrooms, Liiva tee 15, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 101 m², total area 118 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383726.html,"59.3729926,24.8096923",249900.0,5.0,4.0,118 m²,2.0,2023.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage, washing machine","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,,48.0
65,"Maisonette for sale, Kesk 13, Tootsi, Põhja-Pärnumaa vald, Pärnumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 90 m²",https://www.kv.ee/muua-renoveerimist-vajav-majaosa-tootsi-alevikus-u-3365854.html,"58.5877686,24.7841425",18900.0,4.0,,90 m²,1.0,,needs renovating,joint ownership,3085 m²,,,"separate rooms, separate entryway, garret, public transport, electricity, box-room, roof asbestos cement roof","toilet room and bathroom separate, urban water","central heating, stove heating",,"stove heated with firewood, refridgerator",80501:001:0099,Missing,,,,,,,471.0
66,"Row house box for sale, 3 bedrooms, Kesk-Vaela 20, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 91.9 m², total area 103.9 m²",https://www.kv.ee/arenduseleht-httpskiili-wingmacht-eemaja-luhikirje-3246409.html,"59.3286047,24.8062043",275000.0,4.0,3.0,103.9 m²,1.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parquet, dressing room, packet windows","shower, sauna, urban water, sewerage",,,,30501:001:0258,,,,,,,,4.0
67,"Maisonette for sale, 3 bedrooms, Kalevi pst 106, Raeküla, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 142.7 m²",https://www.kv.ee/vaga-hea-planeeringuga-paarismajaosa-raekulas-mait-3360033.html,"58.34822,24.57057",231000.0,4.0,3.0,142.7 m²,2.0,2006.0,all brand-new,apartment ownership,873 m²,Data from realestate book,Notify about incorrect advertisement,"balcony 11.5 m², balcony 6.3 m², balcony , open kitchen, closed courtyard, separate rooms, parking free parking, parquet, furniture, dressing room, terrace, farm building, roof tar paper roof","bath, sauna, shower, washing machine, sewerage, urban water","central heating, fireplace","Internet, cable TV","electric stove, refridgerator, kitchen furniture",,,,,"in the city location, surrounding buildings private houses, water body sea near",,,,576.0
68,"Maisonette for sale, 4 bedrooms, Kesaniidu tee 5, Metsakasti, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Stone house, house area 170 m², total area 195 m²",https://www.kv.ee/muua-mugava-planeeringuga-just-valminud-maja-viims-3381740.html,"59.4980994,24.8876354",399000.0,5.0,4.0,195 m²,2.0,,all brand-new,,500 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, public transport, box-room, terrace, electricity, packet windows, parquet","shower, bath, sauna, urban water, sewerage",heated floors,"Internet, cable TV, fenced with garden, steel door, neighbourhood watch",,89001:010:2853,,ready,,"roads in good condition roads, neighbours next to neighbours, water body sea near, surrounding buildings private houses and apartment buildings",,,,192.0
69,"Maisonette for sale, Nurme tn 70, Narva-Jõesuu linn, Narva-Jõesuu, Ida-Virumaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 60 m²",https://www.kv.ee/idavirumaa-narvajoesuu-narvajoesuu-linn-nurme-tn-7-3281319.html,"59.4451939,28.0224489",22000.0,4.0,,60 m²,2.0,1993.0,needs renovating,joint ownership,600 m²,Data from realestate book,Notify about incorrect advertisement,,,,,,,Missing,roofless box,,,,,public transport,40.0
70,"Row house box for sale, Paruni tn 15, Ülenurme, Kambja vald, Tartumaa - Real estate portal KV.EE ","House area 72.4 m², total area 92.7 m²",https://www.kv.ee/muua-3toaline-sisustatud-ridaelamuboks-ulenurmel-h-3386635.html,"58.310409,26.726602",172900.0,3.0,,92.7 m²,2.0,2016.0,Good condition,,,,Notify about incorrect advertisement,"electricity, dressing room, furnishing possibility, furniture, packet windows, parquet, parking free parking, public transport, box-room, terrace","toilet room and bathroom separate, bath, shower, washing machine",geothermic heating,"Internet, cable TV, fenced with garden","induktsioon pliit, refridgerator, kitchen furniture",94901:007:1384,B,ready,,"location in the center location, roads in good condition roads, neighbours around neighbours, surrounding buildings private houses and apartment buildings",,,,445.0
71,"Maisonette for sale, 3 bedrooms, Keskuse tee 9/2, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 111.2 m²",https://www.kv.ee/muugile-on-joudnud-maakuttega-a-energiatohususe-kl-3382226.html,"58.407848,26.7456725",200000.0,4.0,3.0,111.2 m²,2.0,2022.0,all brand-new,apartment ownership,,,,"new sewerage, open kitchen, organisation through the few floors, dressing room, new electricity, ventilation, parking free parking, closed courtyard, public transport, electricity, parquet, street entrance, box-room, separate rooms, separate entryway, roof tar paper roof","toilet room and bathroom separate, shower, sauna, bath, urban water","heated floors, geothermic heating","Internet, steel door, fenced with garden",kitchen 9 m²,,A,,,near forest,,,,207.0
72,"Maisonette for sale, 3 bedrooms, Kloogaranna tee  12, Laulasmaa, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ",Total area 128.5 m²,https://www.kv.ee/muua-4toalised-paarismajad-laulasmaal-kloogaranna-3337486.html,"59.37435765,24.2437688",250000.0,4.0,3.0,128.5 m²,2.0,2020.0,all brand-new,,1540 m²,Data from realestate book,Notify about incorrect advertisement,,,,,,,,ready,,,,,,8.0
73,"Maisonette for sale, 3 bedrooms, Tanni tee, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 129 m²",https://www.kv.ee/kliendipaev-reedel-26-11-21-kell16-00-19-00-laupae-3382063.html,"59.4118765,24.5884684",269000.0,4.0,3.0,129 m²,2.0,2007.0,needs renovating,apartment ownership,895.5 m²,,,"balcony , water, furnishing possibility, electricity, public transport, new electricity, separate rooms, roof tar paper roof","shower, sauna, bath, toilet room and bathroom separate, sewerage, urban water","gas heating, gas, fireplace, fireplace",fenced with garden,"ceramic shove, kitchen furniture",,,,,,,,,411.0
74,"Maisonette for sale, 2 bedrooms, Hommiku 15, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 81.9 m²",https://www.kv.ee/muua-kivimael-parkmetsa-vastas-paarismaja-boks-maj-2484005.html,"59.3793385,24.6438787",150000.0,4.0,2.0,81.9 m²,1.0,1928.0,needs renovating,private property,735 m²,,Notify about incorrect advertisement,"electricity, separate entryway, closed courtyard, water, street entrance, public transport, roof tin roof",urban water,stove heating,fenced with garden,stove heated with firewood,,,,,"near forest, surrounding buildings private houses",,,,1427.0
75,"Maisonette for sale, 2 bedrooms, Aiandi tee 15, Viimsi, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 98 m²",https://www.kv.ee/muua-3toaline-kapitaalselt-renoveeritud-korter-vii-3389670.html,"59.5009706,24.8356977",239000.0,3.0,2.0,98 m²,1.0,1830.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"furnishing possibility, furniture, packet windows, parquet, parking free parking, public transport, farm building, box-room, electricity","shower, urban water, sewerage","gas heating, heated floors","Internet, phone, cable TV, steel door","electric stove, refridgerator, kitchen furniture",,,ready,,water body sea near,,50 € /  100 €,,1407.0
76,"Maisonette for sale, 4 bedrooms, Kaste tn 2a, Kangru, Kiili vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 231.5 m²",https://www.kv.ee/muua-kangru-asumis-paarismajaosa-mis-paikneb-vaiks-3367471.html,"59.348734,24.784645",429000.0,6.0,4.0,231.5 m²,2.0,2008.0,Good condition,private property,2167 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, dressing room, ventilation, water, roof tar paper roof","sauna, bath, shower, toilet room and bathroom separate, urban water, sewerage","heated floors, heated floors, gas heating, gas","cable TV, security system","electric stove, kitchen furniture",,Missing,,,,,,,162.0
77,"Maisonette for sale, 4 bedrooms, Jugapuu põik 10/18, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 127.4 m²",https://www.kv.ee/muua-turvalises-ja-rahulikus-piirkonnas-merivaljal-3270636.html,"59.4907527,24.8531998",319000.0,5.0,4.0,127.4 m²,2.0,,renovated,private property,751 m²,Data from realestate book,Notify about incorrect advertisement,,"shower, toilet room and bathroom separate, bath, urban water, washing machine","õhksoojuspump, electric heating","Internet, cable TV, steel door, fenced with garden","electric stove, refridgerator, kitchen furniture",,A,ready,,"roads in good condition roads, neighbours next to neighbours, water body sea near, surrounding buildings private houses",,,"parking free parking, dressing room, furnishing possibility, furniture, packet windows, parquet, garage, public transport, box-room, wall cupboard, basement, terrace, electricity",972.0
78,"Row house box for sale, 3 bedrooms, Pirnipuu pst 123, Maardu, Harjumaa - Real estate portal KV.EE ","Private ownership, total area 101 m²",https://www.kv.ee/harjumaa-maardu-pirnipuu-pst-123-4-tuba-2-korrust-3388344.html,"59.4681949,24.9613835",265000.0,4.0,3.0,101 m²,2.0,2019.0,all brand-new,private property,,,Notify about incorrect advertisement,"balcony 5 m², box-room, terrace, dressing room, packet windows, wall cupboard","shower, sauna, urban water, sewerage",heated floors,,"ceramic shove, kitchen furniture",,,ready,,,,,,156.0
79,"Maisonette for sale,  1, Oidrema, Lääneranna vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 150 m²",https://www.kv.ee/hei-sina-kes-sa-oled-moelnud-juba-ammu-maale-kolim-3346228.html,"58.5987397,23.9335692",25000.0,3.0,,,2.0,1964.0,sanitary renovation needed,private property,3929 m²,,,,,"õhksoojuspump, stove heating",neighbourhood watch,,33401:001:0182,-,,,"neighbours at one side neighbours, roads in good condition roads, near forest",,,"electricity, garage, public transport, farm building, basement",18.0
80,"Maisonette for sale, 3 bedrooms, Iirise 8, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house, total area 97.3 m²",https://www.kv.ee/maakuttega-ridaelamud-uues-valmivas-elurajoonis-ta-3382961.html,"58.355837965126,26.765232540137",177900.0,4.0,3.0,97.3 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"new sewerage, open kitchen, electricity, parquet, dressing room, ventilation, farm building, box-room, separate rooms, separate entryway, new electricity, public transport, parking free parking, roof tar paper roof","toilet room and bathroom separate, sauna, shower, urban water","heated floors, geothermic heating","Internet, phone, cable TV",,79301:001:0985,,,,near forest,,,,44.0
81,"Maisonette for sale, 3 bedrooms, JUURE TEE 2, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 95.3 m², total area 113.2 m²",https://www.kv.ee/uus-galleriimajakorterid-tiskre-kulas-valmimisaeg-3292477.html,"59.4237628,24.5826002",232764.0,4.0,3.0,113.2 m²,,2021.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, public transport, box-room, terrace, electricity, packet windows, parquet, wall ceramisite wall","toilet room and bathroom separate, bath, urban water, sewerage","õhksoojuspump, heated floors, combined heating, gas",,electric stove,,B,foundation,,"Harku järv lake 600 m, surrounding buildings private houses and apartment buildings, location in suburb location, roads in good condition roads",2/2,,,98.0
82,"Maisonette for sale, 2 bedrooms, Jaama, Jõgeva linn, Jõgeva vald, Jõgevamaa - Real estate portal KV.EE ","Joint ownership, log house, house area 81 m², total area 90.4 m²",https://www.kv.ee/jogeva-kesklinna-lahedal-muua-12-kaasomand-hoonest-3389972.html,,,3.0,2.0,90.4 m²,2.0,1905.0,needs renovating,joint ownership,1000 m²,,Notify about incorrect advertisement,"electricity, furniture, farm building, well","shower, sauna, water boiler, washing machine, local water, sewerage, urban water",stove heating,,stove heated with firewood,,,,,"neighbours around neighbours, location in the center location, roads paved roads, Pedja river 700 m",,,,0.0
83,"Maisonette for sale, 4 bedrooms, Rohuneeme tee 144, Rohuneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 155 m²",https://www.kv.ee/muua-valmimisjargus-urban-villad-paarismaja-boksid-3300441.html,"59.4852058,24.8438487",595000.0,5.0,4.0,155 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"parquet, packet windows","bath, sauna","heated floors, geothermic heating",,,89001:003:0718,,,,"water body sea near, near forest",,,,457.0
84,"Row house box for sale, 3 bedrooms, Iirise tn 10, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 97.2 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375126.html,"58.356255,26.766489",177900.0,4.0,3.0,97.2 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0984,,,,,,,,44.0
85,"Row house box for sale, 4 bedrooms, Liiva tee 28, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 101 m², total area 118 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383733.html,"59.3729926,24.8096923",244900.0,5.0,4.0,118 m²,2.0,2023.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage, washing machine","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,,48.0
86,"Maisonette for sale, 3 bedrooms, Kastevarre tee, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 154.6 m²",https://www.kv.ee/muugile-on-tulnud-stiilse-disaini-ja-vaga-hea-ehit-3369013.html,"59.4879815,24.8573779",550000.0,4.0,3.0,154.6 m²,2.0,2019.0,all brand-new,private property,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, public transport, terrace, electricity, furniture, packet windows, parquet","sauna, toilet room and bathroom separate, shower, bath, urban water, sewerage, washing machine",gas heating,"Internet, cable TV, fenced with garden, security system, steel door, neighbourhood watch, video cameras","electric stove, refridgerator, kitchen furniture",,C,ready,,"surrounding buildings private houses, in the city location, roads in good condition roads",,,,1275.0
87,"Maisonette for sale, 3 bedrooms, Toomhansu 6, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381585.html,"59.3097965,24.8367254",286500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3184 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
88,"Maisonette for sale, 3 bedrooms, Ratsu tee 7, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, stone house, house area 127.1 m², total area 200 m²",https://www.kv.ee/muugiks-pakutav-majaosa-paikneb-esimesel-korrusel-3372398.html,"58.3662746,26.8450823",170000.0,4.0,3.0,200 m²,,2007.0,Good condition,joint ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, furnishing possibility, furniture, packet windows, parquet, garage, public transport, farm building, box-room, wall cupboard, terrace, electricity, 3*380V","toilet room and bathroom separate, sauna, water boiler, shower, urban water, sewerage","õhksoojuspump, combined heating","steel door, neighbourhood watch, fenced with garden","electric stove, refridgerator, kitchen furniture",,-,ready,,"surrounding buildings private houses, location in suburb location, roads paved roads",1/2,,,41.0
89,"Maisonette for sale, 3 bedrooms, Toomkivi 19, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381590.html,"59.3097965,24.8367254",286500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3208 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
90,"Row house box for sale, 4 bedrooms, Kiviaia tee 3, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 133.6 m²",https://www.kv.ee/ehitatavas-ridaelamus-on-kokku-6-boksi-suurusega-1-3375240.html,"59.464714,24.892725",534400.0,5.0,4.0,133.6 m²,2.0,2022.0,all brand-new,apartment ownership,255.9 m²,Data from realestate book,Notify about incorrect advertisement,"parquet, terrace, electricity, dressing room, packet windows","sauna, toilet room and bathroom separate, shower, bath, urban water, sewerage","heated floors, gas heating","Internet, phone, cable TV, steel door",,,B,,,,,,,244.0
91,"Maisonette for sale, 3 bedrooms, Remmelga tn 22, Annelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 86.8 m²",https://www.kv.ee/oled-otsinud-kodu-oma-perele-kus-oleks-vaike-aianu-3355823.html,"58.3791813,26.759326",113000.0,5.0,3.0,86.8 m²,1.0,1963.0,satisfactory,joint ownership,,Data from realestate book,Notify about incorrect advertisement,"box-room, terrace, furniture, packet windows","shower, water boiler, urban water, sewerage","õhksoojuspump, heated floors, stove heating","neighbourhood watch, fenced with garden","stove heated with firewood, kitchen furniture",,,ready,,"roads in good condition roads, surrounding buildings private houses, location in the center location",,,,4826.0
92,"Maisonette for sale, Männiku tn 5, Kohtla-Nõmme, Toila vald, Ida-Virumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 94.2 m²",https://www.kv.ee/muua-pool-maja-tapsemalt-3-korterit-2-x-uhetoaline-3315996.html,"59.355394,27.186766",19900.0,4.0,,94.2 m²,2.0,1943.0,needs renovating,apartment ownership,1546 m²,,Notify about incorrect advertisement,"open kitchen, ventilation, water, street entrance, frontdoor locked, roof asbestos cement roof","shower, water boiler, urban water, sewerage","stove heating, electric heating",,,32301:002:0001,,,,,,,,197.0
93,"Maisonette for sale, 3 bedrooms, Iirise 6, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house, total area 99.7 m²",https://www.kv.ee/maakuttega-ridaelamud-uues-valmivas-elurajoonis-ta-3391587.html,"58.355837965126,26.765232540137",179000.0,4.0,3.0,99.7 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"new sewerage, open kitchen, electricity, parquet, dressing room, ventilation, farm building, box-room, separate rooms, separate entryway, new electricity, public transport, parking free parking, roof tar paper roof","toilet room and bathroom separate, sauna, shower, urban water","heated floors, geothermic heating","Internet, phone, cable TV",,79301:001:0984,,,,near forest,,,,44.0
94,"Maisonette for sale, 1 bedrooms, Kase 14/2, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 48 m²",https://www.kv.ee/muua-majaosa-pirita-linnaosas-kase-tanaval-esimese-3332258.html,"59.45561,24.823059",78000.0,2.0,1.0,48 m²,2.0,1936.0,ready,joint ownership,,,Notify about incorrect advertisement,,"water boiler, bath, washing machine, urban water","stove heating, õhksoojuspump, electric heating",fenced with garden,"ceramic shove, refridgerator, kitchen furniture",78402:201:4860,,,,"water body sea near, in the city location, surrounding buildings private houses",,,"new sewerage, water, organisation through the few floors, street entrance, public transport, garret, parking free parking, separate entryway, separate rooms, furnishing possibility, electricity",479.0
95,"Maisonette for sale, Tallinna mnt 21, Võru, Võrumaa - Real estate portal KV.EE ","Apartment ownership, total area 111 m²",https://www.kv.ee/muua-kaks-korteromandit-kahel-korrusel-mis-moodust-3390519.html,"57.8597455,26.9709845",55000.0,6.0,,111 m²,2.0,1959.0,satisfactory,apartment ownership,3186 m²,,Notify about incorrect advertisement,"public transport, farm building, box-room, wall cupboard, electricity, parking free parking","urban water, sewerage",stove heating,,,,,ready,,"location in suburb location, roads in good condition roads, surrounding buildings private houses",,,,57.0
96,"Maisonette for sale, Jaama 9, Põltsamaa linn, Põltsamaa vald, Jõgevamaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 100 m²",https://www.kv.ee/majaosamuua-4toaline-majaosa-uldpinnaga-100-m-elam-3360275.html,"58.650194618076,25.973992272786",45000.0,4.0,,100 m²,,1925.0,ready,joint ownership,1900 m²,,Notify about incorrect advertisement,"box-room, parking free parking, furnishing possibility, roof apartment, farm building, closed courtyard","shower, urban water, sewerage",stove heating,,stove heated with firewood,61701:008:0800,,,,roads paved roads,1/2,,,541.0
97,"Row house box for sale, 3 bedrooms, Pargi tee 4, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 139.4 m²",https://www.kv.ee/muua-2022-aasta-maikuus-valmiv-ridaelamuboks-kiire-3387167.html,"58.3260157,26.7927288",194000.0,4.0,3.0,139.4 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 11 m², parking free parking, dressing room, packet windows, parquet, box-room, terrace, electricity","shower, sauna, bath, urban water, sewerage",combined heating,fenced with garden,,18501:001:0451,,,,"roads in good condition roads, Kurepalu lake 1,000 m",,,,26.0
98,"Maisonette for sale, 3 bedrooms, Toomkivi 10, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381575.html,"59.3097965,24.8367254",297500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3202 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
99,"Maisonette for sale, 3 bedrooms, Saarekese tn 6, Räni, Kambja vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 105.2 m²",https://www.kv.ee/tavaparasest-paremad-ehitusmaterjalid-maja-mis-on-3365144.html,"58.353449262197,26.6499056932033",211000.0,4.0,3.0,105.2 m²,2.0,2021.0,all brand-new,private property,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, 3*380V, packet windows","sauna, urban water",,"Internet, fenced with garden, neighbourhood watch",,,A,ready,16565450.0,"surrounding buildings private houses, location outside settlement location, roads paved roads, neighbours at one side neighbours",,,,39.0
100,"Maisonette for sale, Kivi 77, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, log house, total area 107.8 m²",https://www.kv.ee/pakkumisse-on-tulnud-4toaline-korgete-lagedega-kor-3390515.html,"58.3851701,26.7350623",179900.0,4.0,,107.8 m²,,,ready,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"open kitchen, organisation through the few floors, separate entryway, furnishing possibility","bath, toilet room and bathroom separate, shower, sauna, water boiler, urban water",stove heating,,kitchen furniture,79514:017:0031,Missing,,,,,,,14359.0
101,"Maisonette for sale, Koore tn 6, Muraste, Harku vald, Harjumaa - Real estate portal KV.EE ",Total area 134.3 m²,https://www.kv.ee/tupiktanava-lopus-privaatne-koht-kaasaegne-eriproj-3381455.html,"59.46266,24.4480786",299900.0,4.0,,134.3 m²,2.0,2022.0,all brand-new,,1651 m²,,Notify about incorrect advertisement,,,,,,19801:001:1752,,,10486402.0,,,,,444.0
102,"Row house box for sale, Allika 5, Toila, Toila vald, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 154 m², total area 154 m²",https://www.kv.ee/majaosa-on-4toaline-154-5m2-esimesel-korrusel-paik-3379326.html,"59.4193941,27.5147654",139000.0,5.0,,154 m²,3.0,2001.0,Good condition,private property,4412 m²,Data from realestate book,Notify about incorrect advertisement,"box-room, basement, terrace, dressing room, packet windows, parquet, garage, parking free parking, roof profiled roof","sauna, sewerage, urban water","central heating, gas","Internet, phone, neighbourhood watch",,,,ready,,"water body sea near, location in the center location",,,,504.0
103,"Row house box for sale, 3 bedrooms, Kesk-Vaela 20, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 93.6 m², total area 105.6 m²",https://www.kv.ee/arenduseleht-httpskiili-wingmacht-eemaja-luhikirje-3384149.html,"59.3274921,24.7989023",272000.0,4.0,3.0,105.6 m²,1.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parquet, dressing room, packet windows","shower, sauna, urban water, sewerage",,,,30501:001:0258,,,,,,,,4.0
104,"Row house box for sale, 1 bedrooms, Lauliku 21, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 34.4 m²",https://www.kv.ee/muua-kaunis-2toaline-korter-isikliku-hoovialaga-ki-3392099.html,"59.3790334,24.6530217",103000.0,2.0,1.0,34.4 m²,,1946.0,,joint ownership,,Data from realestate book,,"new sewerage, kitchen, open kitchen, ventilation, box-room, new electricity, closed courtyard, public transport, farm building, electricity, furniture, parquet, frontdoor locked","shower, water boiler, urban water","stove heating, õhksoojuspump, fireplace, conditioner",fenced with garden,"electric stove, refridgerator",,Missing,,,near forest,1/2,,,2556.0
105,"Maisonette for sale, 3 bedrooms, Iirise 12, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Stone house, total area 100.3 m²",https://www.kv.ee/uutes-ihaste-ridaelamutes-on-uhendatud-koik-kaasae-3379887.html,"58.3562882663,26.766520000464",177900.0,4.0,3.0,100.3 m²,2.0,2022.0,all brand-new,,,Data from realestate book,,"open kitchen, separate entryway, parking free parking, public transport, organisation through the few floors, box-room, separate rooms","sauna, shower",geothermic heating,,ceramic shove,,A,,,near forest,,,,44.0
